name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link
Licetus C,Licetus C,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",10.3132,5.526966465,-47.56449459,Satellite Feature,SF,Adopted by IAU,5.275014877,5.778917313,-47.73454666,-47.3944416,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10786
Licetus D,Licetus D,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",5.20536,4.395405051,-47.98980561,Satellite Feature,SF,Adopted by IAU,4.267160416,4.52365303,-48.07563591,-47.90397453,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10787
Licetus E,Licetus E,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",18.7617,1.843245015,-44.61925592,Satellite Feature,SF,Adopted by IAU,1.409482956,2.279294968,-44.92896652,-44.31024551,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10788
Licetus H,Licetus H,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",10.3446,3.111098638,-45.98257639,Satellite Feature,SF,Adopted by IAU,2.865587234,3.356611252,-46.15314865,-45.81200409,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10791
Licetus L,Licetus L,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",4.15016,1.048275932,-47.30040943,Satellite Feature,SF,Adopted by IAU,0.947378159,1.149175644,-47.36884117,-47.23197746,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10794
Licetus M,Licetus M,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",8.68579,1.851116139,-46.8435338,Satellite Feature,SF,Adopted by IAU,1.641729355,2.060503006,-46.98675346,-46.70031357,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10795
Licetus N,Licetus N,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",7.92474,2.205565182,-45.56834587,Satellite Feature,SF,Adopted by IAU,2.0188694,2.392263412,-45.69901657,-45.43767548,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10796
Licetus P,Licetus P,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",20.182,2.271985269,-47.6984016,Satellite Feature,SF,Adopted by IAU,1.777521133,2.766450882,-48.03118134,-47.36562157,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10797
St. John M,St  John M,1/1/2006,"Charles Edward; American solar physicist, astronomer (1857-1935).",14.4144,150.0158663,7.360846756,Satellite Feature,SF,Adopted by IAU,149.7762127,150.2555218,7.123170853,7.598527908,American,North America,Mandel'shtam,LAC-67,http://planetarynames.wr.usgs.gov/Feature/13187
Licetus Q,Licetus Q,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",8.24971,9.680708408,-47.25059382,Satellite Feature,SF,Adopted by IAU,9.480249405,9.881170273,-47.38662338,-47.1145649,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10798
